agent_role,tool_name,action_type,data_sensitivity,destination_category,timestamp_norm,mean_sensitivity,max_sensitivity,mean_destination,max_destination,prev_tool_count,prev_sensitive_reads,prev_external_transmits,prev_risky_actions,max_prev_risk,cumulative_risk,task_type,agent_count,label,trajectory_id
2,1,0,0,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,0,0
2,2,0,0,0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,2,0,1
3,1,0,1,0,0.75,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0,2,0,2
3,7,1,1,0,1.0,0.3333333333333333,1.0,0.0,0.0,3,1,0,1,0.0,0.3333333333333333,0,2,0,3
1,0,0,0,1,0.1667,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,4,0,4
2,6,1,1,0,0.3333,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,3,4,0,5
3,1,0,0,0,0.5,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,3,4,0,6
2,1,0,0,0,0.6667,0.3333333333333333,1.0,0.3333333333333333,1.0,3,1,0,1,0.5,0.3333333333333333,3,4,0,7
3,7,1,0,1,0.8333,0.25,1.0,0.25,1.0,4,1,0,1,0.5,0.25,3,4,0,8
2,7,1,1,1,1.0,0.2,1.0,0.4,1.0,5,1,0,1,0.5,0.2,3,4,0,9
2,1,0,1,0,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3,0,10
3,6,1,0,0,0.2,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,2,3,0,11
2,6,1,0,1,0.3,0.5,1.0,0.0,0.0,2,1,0,1,0.0,0.5,2,3,0,12
2,6,1,1,0,0.4,0.3333333333333333,1.0,0.3333333333333333,1.0,3,1,0,1,0.5,0.3333333333333333,2,3,0,13
3,7,1,0,0,0.5,0.5,1.0,0.25,1.0,4,2,0,2,0.5,0.5,2,3,0,14
1,2,0,1,1,0.6,0.4,1.0,0.2,1.0,5,2,0,2,0.5,0.4,2,3,0,15
3,2,0,0,0,0.7,0.5,1.0,0.3333333333333333,1.0,6,3,0,3,0.5,0.5,2,3,0,16
2,7,1,0,0,0.8,0.42857142857142855,1.0,0.2857142857142857,1.0,7,3,0,3,0.5,0.42857142857142855,2,3,0,17
3,7,1,0,1,0.9,0.375,1.0,0.25,1.0,8,3,0,3,0.5,0.375,2,3,0,18
2,7,1,0,0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,9,3,0,3,0.5,0.3333333333333333,2,3,0,19
1,1,0,1,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,0,20
3,0,0,0,0,0.2222,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,0,3,0,21
1,7,1,0,0,0.3333,0.5,1.0,0.0,0.0,2,1,0,1,0.0,0.5,0,3,0,22
1,0,0,0,1,0.4444,0.3333333333333333,1.0,0.0,0.0,3,1,0,1,0.0,0.3333333333333333,0,3,0,23
1,0,0,0,0,0.5556,0.25,1.0,0.25,1.0,4,1,0,1,0.5,0.25,0,3,0,24
3,0,0,0,1,0.6667,0.2,1.0,0.2,1.0,5,1,0,1,0.5,0.2,0,3,0,25
1,0,0,0,0,0.7778,0.16666666666666666,1.0,0.3333333333333333,1.0,6,1,0,1,0.5,0.16666666666666666,0,3,0,26
2,1,0,1,0,0.8889,0.14285714285714285,1.0,0.2857142857142857,1.0,7,1,0,1,0.5,0.14285714285714285,0,3,0,27
1,7,1,0,0,1.0,0.25,1.0,0.25,1.0,8,2,0,2,0.5,0.25,0,3,0,28
1,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,0,29
3,0,0,0,0,0.4,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,2,0,30
2,6,1,0,0,0.6,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0,2,0,31
1,2,0,0,1,0.8,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0,2,0,32
3,1,0,0,0,1.0,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,0,2,0,33
2,1,0,0,1,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,2,0,34
2,7,1,0,1,0.5,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,2,2,0,35
2,2,0,0,1,0.75,0.0,0.0,1.0,1.0,2,0,0,0,0.5,0.0,2,2,0,36
3,0,0,0,1,1.0,0.0,0.0,1.0,1.0,3,0,0,0,0.5,0.0,2,2,0,37
1,1,0,0,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,0,38
1,7,1,1,1,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,3,0,39
1,1,0,0,0,0.75,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,0,3,0,40
