agent_role,tool_name,action_type,data_sensitivity,destination_category,timestamp_norm,mean_sensitivity,max_sensitivity,mean_destination,max_destination,prev_tool_count,prev_sensitive_reads,prev_external_transmits,prev_risky_actions,max_prev_risk,cumulative_risk,task_type,agent_count,label,trajectory_id
3,6,1,0,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,3,0,0
1,6,1,0,0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,1,3,0,1
1,1,0,0,0,0.75,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,1,3,0,2
1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,1,3,0,3
2,2,0,0,0,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,4,0,4
3,2,0,0,0,0.2,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,4,0,5
3,6,1,0,0,0.3,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0,4,0,6
2,2,0,0,1,0.4,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0,4,0,7
3,2,0,0,0,0.5,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,0,4,0,8
3,2,0,1,0,0.6,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,0,4,0,9
2,6,1,0,0,0.7,0.16666666666666666,1.0,0.16666666666666666,1.0,6,1,0,1,0.5,0.16666666666666666,0,4,0,10
1,1,0,0,1,0.8,0.14285714285714285,1.0,0.14285714285714285,1.0,7,1,0,1,0.5,0.14285714285714285,0,4,0,11
1,0,0,0,0,0.9,0.125,1.0,0.25,1.0,8,1,0,1,0.5,0.125,0,4,0,12
2,7,1,0,0,1.0,0.1111111111111111,1.0,0.2222222222222222,1.0,9,1,0,1,0.5,0.1111111111111111,0,4,0,13
1,0,0,0,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,2,0,14
3,6,1,0,0,0.2222,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,2,0,15
3,7,1,0,0,0.3333,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,2,2,0,16
2,0,0,1,1,0.4444,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,2,2,0,17
2,7,1,0,0,0.5556,0.25,1.0,0.25,1.0,4,1,0,1,0.5,0.25,2,2,0,18
2,1,0,0,0,0.6667,0.2,1.0,0.2,1.0,5,1,0,1,0.5,0.2,2,2,0,19
2,0,0,1,1,0.7778,0.16666666666666666,1.0,0.16666666666666666,1.0,6,1,0,1,0.5,0.16666666666666666,2,2,0,20
3,2,0,0,0,0.8889,0.2857142857142857,1.0,0.2857142857142857,1.0,7,2,0,2,0.5,0.2857142857142857,2,2,0,21
1,6,1,1,1,1.0,0.25,1.0,0.25,1.0,8,2,0,2,0.5,0.25,2,2,0,22
1,6,1,0,0,0.125,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,3,0,23
3,1,0,0,0,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,3,0,24
1,6,1,0,1,0.375,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0,3,0,25
2,2,0,0,0,0.5,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,0,3,0,26
1,6,1,1,0,0.625,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,0,3,0,27
1,0,0,0,0,0.75,0.2,1.0,0.2,1.0,5,1,0,1,0.5,0.2,0,3,0,28
1,7,1,0,0,0.875,0.16666666666666666,1.0,0.16666666666666666,1.0,6,1,0,1,0.5,0.16666666666666666,0,3,0,29
1,2,0,1,0,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,7,1,0,1,0.5,0.14285714285714285,0,3,0,30
1,6,1,0,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3,0,31
2,0,0,0,0,0.2222,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,3,0,32
3,6,1,1,0,0.3333,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,2,3,0,33
1,0,0,0,0,0.4444,0.3333333333333333,1.0,0.0,0.0,3,1,0,1,0.0,0.3333333333333333,2,3,0,34
1,1,0,0,0,0.5556,0.25,1.0,0.0,0.0,4,1,0,1,0.0,0.25,2,3,0,35
2,0,0,1,0,0.6667,0.2,1.0,0.0,0.0,5,1,0,1,0.0,0.2,2,3,0,36
1,7,1,0,1,0.7778,0.3333333333333333,1.0,0.0,0.0,6,2,0,2,0.0,0.3333333333333333,2,3,0,37
3,0,0,0,0,0.8889,0.2857142857142857,1.0,0.14285714285714285,1.0,7,2,0,2,0.5,0.2857142857142857,2,3,0,38
1,7,1,1,1,1.0,0.25,1.0,0.125,1.0,8,2,0,2,0.5,0.25,2,3,0,39
2,2,0,1,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3,0,40
3,2,0,0,0,0.2222,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,2,3,0,41
2,0,0,1,0,0.3333,0.5,1.0,0.0,0.0,2,1,0,1,0.0,0.5,2,3,0,42
3,1,0,0,1,0.4444,0.6666666666666666,1.0,0.0,0.0,3,2,0,2,0.0,0.6666666666666666,2,3,0,43
1,2,0,0,0,0.5556,0.5,1.0,0.25,1.0,4,2,0,2,0.5,0.5,2,3,0,44
1,6,1,0,1,0.6667,0.4,1.0,0.2,1.0,5,2,0,2,0.5,0.4,2,3,0,45
2,1,0,0,0,0.7778,0.3333333333333333,1.0,0.3333333333333333,1.0,6,2,0,2,0.5,0.3333333333333333,2,3,0,46
1,0,0,0,0,0.8889,0.2857142857142857,1.0,0.2857142857142857,1.0,7,2,0,2,0.5,0.2857142857142857,2,3,0,47
2,6,1,1,0,1.0,0.25,1.0,0.25,1.0,8,2,0,2,0.5,0.25,2,3,0,48
3,2,0,1,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,0,49
2,7,1,0,0,0.2222,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,1,2,0,50
3,7,1,0,0,0.3333,0.5,1.0,0.0,0.0,2,1,0,1,0.0,0.5,1,2,0,51
2,7,1,0,0,0.4444,0.3333333333333333,1.0,0.0,0.0,3,1,0,1,0.0,0.3333333333333333,1,2,0,52
1,7,1,1,0,0.5556,0.25,1.0,0.0,0.0,4,1,0,1,0.0,0.25,1,2,0,53
2,0,0,0,0,0.6667,0.4,1.0,0.0,0.0,5,2,0,2,0.0,0.4,1,2,0,54
2,1,0,0,0,0.7778,0.3333333333333333,1.0,0.0,0.0,6,2,0,2,0.0,0.3333333333333333,1,2,0,55
1,6,1,1,0,0.8889,0.2857142857142857,1.0,0.0,0.0,7,2,0,2,0.0,0.2857142857142857,1,2,0,56
1,0,0,1,1,1.0,0.375,1.0,0.0,0.0,8,3,0,3,0.0,0.375,1,2,0,57
2,6,1,0,1,0.1429,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,4,0,58
1,2,0,1,0,0.2857,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,2,4,0,59
1,7,1,0,1,0.4286,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,2,4,0,60
1,1,0,0,1,0.5714,0.3333333333333333,1.0,0.6666666666666666,1.0,3,1,0,1,0.5,0.3333333333333333,2,4,0,61
2,7,1,1,0,0.7143,0.25,1.0,0.75,1.0,4,1,0,1,0.5,0.25,2,4,0,62
1,0,0,0,0,0.8571,0.4,1.0,0.6,1.0,5,2,0,2,0.5,0.4,2,4,0,63
1,6,1,0,0,1.0,0.3333333333333333,1.0,0.5,1.0,6,2,0,2,0.5,0.3333333333333333,2,4,0,64
2,2,0,0,1,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,4,0,65
3,0,0,0,0,0.4,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,0,4,0,66
