agent_role,tool_name,action_type,data_sensitivity,destination_category,timestamp_norm,mean_sensitivity,max_sensitivity,mean_destination,max_destination,prev_tool_count,prev_sensitive_reads,prev_external_transmits,prev_risky_actions,max_prev_risk,cumulative_risk,task_type,agent_count,label,trajectory_id
2,0,0,0,1,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,4,0,0
2,0,0,0,0,0.4,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,3,4,0,1
1,0,0,0,0,0.6,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,3,4,0,2
2,6,1,0,1,0.8,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,3,4,0,3
1,1,0,0,0,1.0,0.0,0.0,0.5,1.0,4,0,0,0,0.5,0.0,3,4,0,4
1,6,1,0,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,2,0,5
2,2,0,1,0,0.2222,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,3,2,0,6
1,0,0,0,0,0.3333,0.5,1.0,0.0,0.0,2,1,0,1,0.0,0.5,3,2,0,7
1,0,0,0,1,0.4444,0.3333333333333333,1.0,0.0,0.0,3,1,0,1,0.0,0.3333333333333333,3,2,0,8
3,2,0,1,0,0.5556,0.25,1.0,0.25,1.0,4,1,0,1,0.5,0.25,3,2,0,9
1,0,0,0,0,0.6667,0.4,1.0,0.2,1.0,5,2,0,2,0.5,0.4,3,2,0,10
3,1,0,0,0,0.7778,0.3333333333333333,1.0,0.16666666666666666,1.0,6,2,0,2,0.5,0.3333333333333333,3,2,0,11
2,0,0,0,0,0.8889,0.2857142857142857,1.0,0.14285714285714285,1.0,7,2,0,2,0.5,0.2857142857142857,3,2,0,12
3,1,0,0,1,1.0,0.25,1.0,0.125,1.0,8,2,0,2,0.5,0.25,3,2,0,13
3,1,0,0,0,0.125,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3,0,14
3,2,0,1,0,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,3,0,15
2,6,1,0,0,0.375,0.5,1.0,0.0,0.0,2,1,0,1,0.0,0.5,2,3,0,16
2,2,0,0,1,0.5,0.3333333333333333,1.0,0.0,0.0,3,1,0,1,0.0,0.3333333333333333,2,3,0,17
3,0,0,0,0,0.625,0.25,1.0,0.25,1.0,4,1,0,1,0.5,0.25,2,3,0,18
3,2,0,0,0,0.75,0.2,1.0,0.2,1.0,5,1,0,1,0.5,0.2,2,3,0,19
3,2,0,1,0,0.875,0.16666666666666666,1.0,0.16666666666666666,1.0,6,1,0,1,0.5,0.16666666666666666,2,3,0,20
3,6,1,0,1,1.0,0.2857142857142857,1.0,0.14285714285714285,1.0,7,2,0,2,0.5,0.2857142857142857,2,3,0,21
1,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,3,0,22
3,7,1,0,0,0.2,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,1,3,0,23
3,1,0,0,1,0.3,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,1,3,0,24
3,6,1,0,0,0.4,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,1,3,0,25
3,7,1,0,1,0.5,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,1,3,0,26
1,0,0,0,0,0.6,0.0,0.0,0.4,1.0,5,0,0,0,0.5,0.0,1,3,0,27
2,7,1,1,1,0.7,0.0,0.0,0.3333333333333333,1.0,6,0,0,0,0.5,0.0,1,3,0,28
2,1,0,0,0,0.8,0.14285714285714285,1.0,0.42857142857142855,1.0,7,1,0,1,0.5,0.14285714285714285,1,3,0,29
3,6,1,0,0,0.9,0.125,1.0,0.375,1.0,8,1,0,1,0.5,0.125,1,3,0,30
1,0,0,0,0,1.0,0.1111111111111111,1.0,0.3333333333333333,1.0,9,1,0,1,0.5,0.1111111111111111,1,3,0,31
1,6,1,0,1,0.1667,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3,0,32
3,7,1,0,0,0.3333,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,2,3,0,33
3,2,0,1,0,0.5,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,2,3,0,34
2,2,0,0,0,0.6667,0.3333333333333333,1.0,0.3333333333333333,1.0,3,1,0,1,0.5,0.3333333333333333,2,3,0,35
1,6,1,0,0,0.8333,0.25,1.0,0.25,1.0,4,1,0,1,0.5,0.25,2,3,0,36
1,0,0,0,0,1.0,0.2,1.0,0.2,1.0,5,1,0,1,0.5,0.2,2,3,0,37
3,1,0,0,0,0.1429,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,3,0,38
1,6,1,0,0,0.2857,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,1,3,0,39
2,2,0,0,1,0.4286,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,1,3,0,40
1,0,0,0,0,0.5714,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,1,3,0,41
1,1,0,0,0,0.7143,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,1,3,0,42
3,1,0,0,0,0.8571,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,1,3,0,43
1,2,0,0,0,1.0,0.0,0.0,0.16666666666666666,1.0,6,0,0,0,0.5,0.0,1,3,0,44
1,1,0,0,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,0,45
3,1,0,0,0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,2,0,46
3,2,0,0,0,0.75,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0,2,0,47
1,7,1,0,0,1.0,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0,2,0,48
2,7,1,1,0,0.125,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,0,49
1,2,0,0,0,0.25,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,0,2,0,50
1,7,1,0,0,0.375,0.5,1.0,0.0,0.0,2,1,0,1,0.0,0.5,0,2,0,51
2,2,0,0,0,0.5,0.3333333333333333,1.0,0.0,0.0,3,1,0,1,0.0,0.3333333333333333,0,2,0,52
2,1,0,0,1,0.625,0.25,1.0,0.0,0.0,4,1,0,1,0.0,0.25,0,2,0,53
3,0,0,0,1,0.75,0.2,1.0,0.2,1.0,5,1,0,1,0.5,0.2,0,2,0,54
2,7,1,0,0,0.875,0.16666666666666666,1.0,0.3333333333333333,1.0,6,1,0,1,0.5,0.16666666666666666,0,2,0,55
3,7,1,1,0,1.0,0.14285714285714285,1.0,0.2857142857142857,1.0,7,1,0,1,0.5,0.14285714285714285,0,2,0,56
3,2,0,0,1,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,2,0,57
1,7,1,0,0,0.2222,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,2,2,0,58
3,1,0,0,1,0.3333,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,2,2,0,59
1,2,0,0,0,0.4444,0.0,0.0,0.6666666666666666,1.0,3,0,0,0,0.5,0.0,2,2,0,60
2,6,1,0,1,0.5556,0.0,0.0,0.5,1.0,4,0,0,0,0.5,0.0,2,2,0,61
2,1,0,1,1,0.6667,0.0,0.0,0.6,1.0,5,0,0,0,0.5,0.0,2,2,0,62
1,6,1,0,1,0.7778,0.16666666666666666,1.0,0.6666666666666666,1.0,6,1,0,1,0.5,0.16666666666666666,2,2,0,63
3,1,0,1,0,0.8889,0.14285714285714285,1.0,0.7142857142857143,1.0,7,1,0,1,0.5,0.14285714285714285,2,2,0,64
3,0,0,0,0,1.0,0.25,1.0,0.625,1.0,8,2,0,2,0.5,0.25,2,2,0,65
2,1,0,0,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,0,66
