agent_role,tool_name,action_type,data_sensitivity,destination_category,timestamp_norm,mean_sensitivity,max_sensitivity,mean_destination,max_destination,prev_tool_count,prev_sensitive_reads,prev_external_transmits,prev_risky_actions,max_prev_risk,cumulative_risk,task_type,agent_count,label,trajectory_id
1,7,1,0,0,0.1667,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,0,0
3,0,0,0,0,0.3333,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,2,0,1
2,0,0,0,0,0.5,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0,2,0,2
2,0,0,0,0,0.6667,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,0,2,0,3
1,1,0,0,0,0.8333,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,0,2,0,4
2,1,0,0,1,1.0,0.0,0.0,0.0,0.0,5,0,0,0,0.0,0.0,0,2,0,5
3,6,1,0,0,0.125,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,0,6
1,1,0,0,1,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,1,2,0,7
3,2,0,1,0,0.375,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,1,2,0,8
2,2,0,0,1,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,3,1,0,1,0.5,0.3333333333333333,1,2,0,9
1,7,1,0,0,0.625,0.25,1.0,0.5,1.0,4,1,0,1,0.5,0.25,1,2,0,10
1,0,0,1,0,0.75,0.2,1.0,0.4,1.0,5,1,0,1,0.5,0.2,1,2,0,11
3,0,0,0,1,0.875,0.3333333333333333,1.0,0.3333333333333333,1.0,6,2,0,2,0.5,0.3333333333333333,1,2,0,12
2,7,1,0,0,1.0,0.2857142857142857,1.0,0.42857142857142855,1.0,7,2,0,2,0.5,0.2857142857142857,1,2,0,13
2,7,1,0,1,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,2,0,14
3,6,1,0,0,0.5,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,1,2,0,15
3,1,0,0,0,0.75,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,1,2,0,16
3,6,1,0,0,1.0,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,1,2,0,17
2,1,0,1,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,3,0,18
1,2,0,0,1,0.5,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,1,3,0,19
1,2,0,0,0,0.75,0.5,1.0,0.5,1.0,2,1,0,1,0.5,0.5,1,3,0,20
2,6,1,1,0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,3,1,0,1,0.5,0.3333333333333333,1,3,0,21
3,1,0,0,0,0.1429,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,4,0,22
1,1,0,0,1,0.2857,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,4,0,23
3,0,0,1,1,0.4286,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,2,4,0,24
2,0,0,0,0,0.5714,0.3333333333333333,1.0,0.6666666666666666,1.0,3,1,0,1,0.5,0.3333333333333333,2,4,0,25
3,6,1,1,0,0.7143,0.25,1.0,0.5,1.0,4,1,0,1,0.5,0.25,2,4,0,26
3,0,0,0,0,0.8571,0.4,1.0,0.4,1.0,5,2,0,2,0.5,0.4,2,4,0,27
3,6,1,0,1,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,6,2,0,2,0.5,0.3333333333333333,2,4,0,28
1,1,0,0,0,0.125,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3,0,29
2,6,1,0,0,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,3,0,30
1,1,0,0,1,0.375,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,2,3,0,31
2,2,0,0,1,0.5,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,2,3,0,32
2,0,0,0,0,0.625,0.0,0.0,0.5,1.0,4,0,0,0,0.5,0.0,2,3,0,33
1,1,0,0,0,0.75,0.0,0.0,0.4,1.0,5,0,0,0,0.5,0.0,2,3,0,34
2,7,1,1,1,0.875,0.0,0.0,0.3333333333333333,1.0,6,0,0,0,0.5,0.0,2,3,0,35
3,0,0,1,1,1.0,0.14285714285714285,1.0,0.42857142857142855,1.0,7,1,0,1,0.5,0.14285714285714285,2,3,0,36
2,6,1,0,1,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,4,0,37
3,1,0,0,1,0.5,0.0,0.0,1.0,1.0,1,0,0,0,0.5,0.0,0,4,0,38
1,6,1,1,0,0.75,0.0,0.0,1.0,1.0,2,0,0,0,0.5,0.0,0,4,0,39
2,2,0,0,0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,3,1,0,1,0.5,0.3333333333333333,0,4,0,40
2,2,0,0,0,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3,0,41
2,7,1,0,0,0.4,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,3,0,42
3,7,1,0,1,0.6,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,2,3,0,43
3,7,1,0,0,0.8,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,2,3,0,44
1,6,1,0,0,1.0,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,2,3,0,45
1,6,1,0,0,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,3,0,46
1,2,0,0,0,0.2,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,3,3,0,47
3,2,0,0,0,0.3,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,3,3,0,48
1,7,1,0,0,0.4,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,3,3,0,49
1,2,0,0,0,0.5,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,3,3,0,50
2,7,1,0,0,0.6,0.0,0.0,0.0,0.0,5,0,0,0,0.0,0.0,3,3,0,51
2,1,0,0,0,0.7,0.0,0.0,0.0,0.0,6,0,0,0,0.0,0.0,3,3,0,52
2,6,1,0,0,0.8,0.0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,3,3,0,53
2,2,0,0,0,0.9,0.0,0.0,0.0,0.0,8,0,0,0,0.0,0.0,3,3,0,54
3,2,0,0,1,1.0,0.0,0.0,0.0,0.0,9,0,0,0,0.0,0.0,3,3,0,55
1,1,0,0,0,0.1667,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,4,0,56
2,2,0,0,1,0.3333,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,3,4,0,57
3,6,1,0,0,0.5,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,3,4,0,58
2,0,0,0,0,0.6667,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,3,4,0,59
2,1,0,0,0,0.8333,0.0,0.0,0.25,1.0,4,0,0,0,0.5,0.0,3,4,0,60
2,0,0,0,0,1.0,0.0,0.0,0.2,1.0,5,0,0,0,0.5,0.0,3,4,0,61
