agent_role,tool_name,action_type,data_sensitivity,destination_category,timestamp_norm,mean_sensitivity,max_sensitivity,mean_destination,max_destination,prev_tool_count,prev_sensitive_reads,prev_external_transmits,prev_risky_actions,max_prev_risk,cumulative_risk,task_type,agent_count,label,trajectory_id
3,7,1,0,0,0.1667,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,4,0,0
1,0,0,1,0,0.3333,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,4,0,1
2,1,0,0,0,0.5,0.5,1.0,0.0,0.0,2,1,0,1,0.0,0.5,2,4,0,2
1,0,0,0,0,0.6667,0.3333333333333333,1.0,0.0,0.0,3,1,0,1,0.0,0.3333333333333333,2,4,0,3
1,6,1,0,1,0.8333,0.25,1.0,0.0,0.0,4,1,0,1,0.0,0.25,2,4,0,4
1,7,1,0,0,1.0,0.2,1.0,0.2,1.0,5,1,0,1,0.5,0.2,2,4,0,5
1,1,0,1,0,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,0,6
1,7,1,1,0,0.4,1.0,1.0,0.0,0.0,1,1,0,1,0.0,1.0,0,2,0,7
1,1,0,1,1,0.6,1.0,1.0,0.0,0.0,2,2,0,2,0.0,1.0,0,2,0,8
2,0,0,0,0,0.8,1.0,1.0,0.3333333333333333,1.0,3,3,0,3,0.5,1.0,0,2,0,9
1,2,0,0,0,1.0,0.75,1.0,0.25,1.0,4,3,0,3,0.5,0.75,0,2,0,10
3,2,0,0,0,0.1111,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,4,0,11
2,6,1,0,0,0.2222,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0,4,0,12
2,1,0,0,1,0.3333,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,0,4,0,13
1,2,0,1,0,0.4444,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,0,4,0,14
2,2,0,0,1,0.5556,0.25,1.0,0.25,1.0,4,1,0,1,0.5,0.25,0,4,0,15
2,0,0,0,0,0.6667,0.2,1.0,0.4,1.0,5,1,0,1,0.5,0.2,0,4,0,16
1,0,0,0,1,0.7778,0.16666666666666666,1.0,0.3333333333333333,1.0,6,1,0,1,0.5,0.16666666666666666,0,4,0,17
2,2,0,0,1,0.8889,0.14285714285714285,1.0,0.42857142857142855,1.0,7,1,0,1,0.5,0.14285714285714285,0,4,0,18
2,6,1,0,1,1.0,0.125,1.0,0.5,1.0,8,1,0,1,0.5,0.125,0,4,0,19
2,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3,0,20
2,1,0,0,1,0.5,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,3,0,21
3,0,0,0,0,0.75,0.0,0.0,0.5,1.0,2,0,0,0,0.5,0.0,2,3,0,22
1,0,0,0,1,1.0,0.0,0.0,0.3333333333333333,1.0,3,0,0,0,0.5,0.0,2,3,0,23
3,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2,3,0,24
2,0,0,0,0,0.4,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,2,3,0,25
2,6,1,0,0,0.6,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,2,3,0,26
3,0,0,1,0,0.8,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,2,3,0,27
1,1,0,1,0,1.0,0.25,1.0,0.0,0.0,4,1,0,1,0.0,0.25,2,3,0,28
2,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1,4,0,29
1,6,1,0,0,0.2,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,1,4,0,30
3,1,0,1,0,0.3,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0.0,1,4,0,31
2,2,0,0,0,0.4,0.3333333333333333,1.0,0.0,0.0,3,1,0,1,0.0,0.3333333333333333,1,4,0,32
2,1,0,0,1,0.5,0.25,1.0,0.0,0.0,4,1,0,1,0.0,0.25,1,4,0,33
3,1,0,0,0,0.6,0.2,1.0,0.2,1.0,5,1,0,1,0.5,0.2,1,4,0,34
2,1,0,0,0,0.7,0.16666666666666666,1.0,0.16666666666666666,1.0,6,1,0,1,0.5,0.16666666666666666,1,4,0,35
3,7,1,0,1,0.8,0.14285714285714285,1.0,0.14285714285714285,1.0,7,1,0,1,0.5,0.14285714285714285,1,4,0,36
